File Name,Title,Body
218003107.html,How do I know when the courses are being offered?,"<h1>How do I know when the courses are being offered?</h1><p>The <strong>Program Course Schedule matrix</strong> on each certificate page indicates the current plan for course offerings, which are organized by academic quarter and location. The Division of Professional and Continuing Education offers courses four times a year during fall, winter, spring, and summer. For more about academic quarter dates, see the <a href=https://registrar.sa.ucsb.edu/calendars/calendars-deadlines/academic-calendars/academic-calendar-for-2021-2022 rel=undefined target=_self>UCSB Academic Calendar.</a></p><p><em>Please note that the plan is subject to change based on course cancellations.</em> For the most up-to-date information about course offerings and scheduled dates/times, read the <a href=""https://enroll.professional.ucsb.edu/search/publicCourseAdvancedSearch.do?method=load"" rel=undefined target=_self>specific course description</a>.</p>"
360041918073.html,Enrollment / Grades/ Transcript,"<h1>Enrollment / Grades/ Transcript</h1><p><strong>NEW STUDENT:</strong></p><p><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/235679548-How-to-Create-a-New-Account><strong>How to Create a New Account</strong></a><strong>&nbsp;</strong></p><p><strong>Username & Password&nbsp;</strong></p><p><span style=""font-weight: 400;"">If you already have a username and password, enter them in the current user's section, once you have added the course(s) to the cart. If not, click on new user and enter your email address and continue checkout. You will be asked to create a student profile. When finished, continue to checkout.</span></p><p><strong>Grades:</strong></p><p><span>Grades for your courses will be submitted by your instructor.&nbsp;</span>Please communicate with your organizational administrator/ instructor before you order your transcript.&nbsp;</p><p><strong>Transcripts</strong></p><p><span style=""font-weight: 400;"">If you need an official transcript of your grade/participation at the end of the course, log onto the student profile (link found in the upper right-hand column of the homepage) and click on ""Special Requests"" on the left side of the screen. Choose whether you want a standard or priority request and fill out the form.&nbsp;</span></p><p><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/216764958-How-Do-I-Get-a-Transcript-><strong>How Do I Get a Transcript?</strong></a></p><p><strong>Technical Support</strong></p><p><span style=""font-weight: 400;"">&nbsp;If you have any problems please call UCSB Extension's Student Services department at (805) 893-4200 or email at help@extension.ucsb.edu.&nbsp;</span></p>"
360036653914.html,Activating your UCSBNetID and @ucsb.edu email account,"<h1>Activating your UCSBNetID and @ucsb.edu email account</h1><p><span style=""font-weight: 400;"">Many of the services you will need to access as a PaCE instructor require a UCSBNetID:</span></p><ul><li><span style=""font-weight: 400;"">UCPath employee portal</span></li><li><span style=""font-weight: 400;"">Campus Wireless (through Eduroam or UCSB Wireless Web)</span></li><li><span style=""font-weight: 400;"">Your @ucsb.edu email account.</span></li><li><span style=""font-weight: 400;"">Box, where your evaluations will be shared with you after the end of the quarter</span></li></ul><p><span style=""font-weight: 400;""><strong>To create your UCSBNetID</strong> you will need to provide:</span></p><ul><li><span style=""font-weight: 400;"">Your birthdate</span></li><li><span style=""font-weight: 400;"">The last 4 digits of your Social Security Number</span></li><li><span style=""font-weight: 400;"">Your Employee ID.&nbsp;We will provide you with your employee ID as soon as you are in the system. <em>Note that you will not be able to create your UCSBNetID until then</em>. If you have any questions about your employee ID please contact <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/requests/new target=_self>help@professional.ucsb.edu</a>.</span><span style=""font-weight: 400;""></span></li></ul><p><span style=""font-weight: 400;"">With the above information, you can activate your UCSBNetID on the <a href=https://im.ucsb.edu/idm/manage rel=noopener target=_blank>UCSB Identity & Access Management site</a>.&nbsp; Choose ""Faculty or Staff Member,"" enter the required information, and follow the prompts.</span></p><p><strong>To activate your @ucsb.edu email account:</strong></p><ul><li>You need to have an active UCSBNetID (please see the steps above)</li><li>Follow <a href=https://help.lsit.ucsb.edu/hc/en-us/articles/230142087-Accessing-email-through-the-Google-Web-App-Gmail-web-interface- rel=noopener target=_blank>these instructions</a>.&nbsp;</li></ul><p><span style=""font-weight: 400;"">If you have any questions about this process please contact <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/requests/new target=_self>help@professional.ucsb.edu</a>.</span></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>"
360042771014.html,Are there any scholarships available?,"<h1>Are there any scholarships available?</h1><p><span style=""font-weight: 400;"">Yes, PaCE offers scholarships. More information available </span><a href=https://professional.ucsb.edu/pace-scholarships><span style=""font-weight: 400;"">here</span></a><span style=""font-weight: 400;"">.</span></p>"
233079188.html,International Student Programs Brochure,"<h1>International Student Programs Brochure</h1><div class=issuuembed data-configid=13680848/59418397 style=""width: 525px; height: 203px;"">Please find our International Programs brochure <a href=https://professional.ucsb.edu/sites/default/files/pdfs/international/International_Brochure_Updated.pdf target=_self>here</a>.</div>"
1500010681362.html,COVID-19 Vaccine & Testing Information,<h1>COVID-19 Vaccine & Testing Information</h1><p>Please find all information here:</p><p><a href=https://www.ucsb.edu/COVID-19-information/vaccine target=_self>https://www.ucsb.edu/COVID-19-information/vaccine</a></p>
4413326163347.html,"EMT Drop, Transfer and Withdrawal Policy","<h1>EMT Drop, Transfer and Withdrawal Policy</h1><p><span class=wysiwyg-font-size-large><strong>Dropping, Transferring and Withdrawing from your EMT class</strong></span></p><p>You can request to drop from a course before the deadline (ALWAYS check the course page for specific drop policy stipulations and published deadlines). <strong>After the drop deadline, you can only ask for a withdrawal.</strong><br><span class=wysiwyg-font-size-large></span></p><p>&nbsp;</p><p><span class=wysiwyg-font-size-large><strong>Refund Deadline:</strong></span></p><p>A full refund is given (less a $75 administrative fee per course) if notice to drop from the course is received by PaCE <strong>by</strong> <strong>11:59PM fifteen (15) or more days before the first session of class.</strong></p><p><strong>No refunds will be given if the request is received by 11:59PM fourteen<span style=""font-weight: 400;""> </span>(14) or less days before the first session of class<span style=""font-weight: 400;"">.</span></strong></p><p>In the event that a course is cancelled, students will receive a full refund.</p><p>&nbsp;</p><p><span class=wysiwyg-font-size-large><strong>How to drop from a class:</strong></span></p><p>You have two easy options to request a drop from your course(s):</p><p>1) Submit a written drop request using our <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/requests/new>help request form</a>.</p><p><span class=wysiwyg-color-black>2) <a href=""http://enroll.professional.ucsb.edu/portal/logon.do?method=load"">Log in to your Student Portal</a>, then: </span>Navigate to ""My Enrollment History (Current Courses) "" and select the course you would like to drop. On the right side, under ""Actions and Status,"" select ""Request Drop"".&nbsp;</p><p>You will receive an email confirmation within 1-2 business days after your drop request is processed.</p><p>&nbsp;</p><p><span class=wysiwyg-font-size-large><strong>Transfer Deadline:</strong></span></p><p>If you wish to transfer from one section to another, you may do so <strong>at no cost</strong> if the request is received <strong>15 or more days before the section start date.</strong></p><p>If the request is received<strong> 14 or fewer days before the section start date</strong>,<strong> no transfer</strong> will be allowed.</p><p>&nbsp;</p><p><strong><span class=wysiwyg-font-size-large>How to transfer from one section to another:</span></strong></p><p>You must submit a request in writing by using our <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/requests/new>help request form</a>. Please include the course/section ID number you would like to transfer from and the course/section ID number you would like to transfer to. <span>If the transfer results in a balance due, we will contact you for payment before processing your request. Any difference in course fees is assessed and due at the time of the transfer.</span></p><p>&nbsp;</p><p><span class=wysiwyg-font-size-large><strong>How to withdraw from a class:</strong></span></p><p>If you wish to withdraw from your EMT course, you may do so until the last class session by notifying PaCE by using our <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/requests/new>help request form</a>.&nbsp;</p><p>&nbsp;</p><p><span class=wysiwyg-font-size-large><strong>Exceptions:</strong></span></p><p>All requests for exceptions must be submitted in writing by using our <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/requests/new>help request form</a>.&nbsp; Be sure to attach any supporting documents (such as a doctor's note).</p>"
360046191674.html,Student Blog: Experience UCSB!,"<h1>Student Blog: Experience UCSB!</h1><p>Our AMAZING students have had some great experiences here at UCSB. See for yourself:</p><p>Caroline (Germany)<br><a href=https://professional.ucsb.edu/blog-carolin-experiences target=_self>Fill your life with Experiences</a></p><p>Safin (Germany) <br><a href=https://professional.ucsb.edu/blog-howgermanissb target=_self>How German is Santa Barbara?</a><br><a href=https://professional.ucsb.edu/blog-safin-last-entry target=_self>My Last Blog</a></p><p>Esther (China)<br><a href=https://professional.ucsb.edu/blog-esthers-video target=_self>My Life at UCSB!</a></p><p>If you want to write a blog entries for your time at UCSB, we can offer course credit!</p>"
115012635287.html,Do I need to have car insurance?,"<h1>Do I need to have car insurance?</h1><p>Yes. According to California law, the owner of a car must maintain insurance coverage. The minimum insurance coverage required by law is called ""liability."" Liability coverage pays, up to certain limits, the sum for which you becom<span id=transmark style=""display: none; width: 0px; height: 0px;""></span>e legally responsible if you injure someone or damage their car. Car insurance can cost between $55-95 a month, for a minimum of six months (cost may vary depending on driver's characteristics and driving history). Other types of coverage are optional and are as follows:</p><ul><li><strong>Uninsured motorist:</strong><ul><li>Protects you and your passengers if you are injured by an uninsured or hit-and-run driver, but only if the other driver is legally liable because of negligent driving. (Note that some insurance companies automatically include this coverage in their policies.)</li></ul></li><li><strong>Collision:</strong><ul><li>Pays for your losses if your car is damaged in a collision or single car accident. This coverage is valuable if the collision cannot be proven to be someone else's fault.</li></ul></li><li><strong>Comprehensive:</strong><ul><li>Pays for your loss if your car is stolen or damaged by fire, hail, hurricane, vandalism, or most other non-collision causes.</li></ul></li></ul><p>For help choosing car insurance, you may want to contact an insurance agent or broker. An insurance agent works exclusively for one insurance company. A broker or independent insurance agent works with many different insurance companies and policies and can compare different rates for you. Before you purchase insurance, make sure the agent/broker and insurer you select are licensed by the <strong><a href=http://www.insurance.ca.gov/ rel=""noopener noreferrer"" target=_blank>California Department of Insurance</a></strong> (1-800-927-4357).&nbsp;</p>"
360059012234.html,Certificate Eligibility and Requirements,"<h1>Certificate Eligibility and Requirements</h1><p><span style=""font-weight: 400;"">A certificate is awarded upon completion of the 7 required courses totaling 13 units (or 117 hours of instruction), listed in the </span><a href=https://professional.ucsb.edu/certificate-tesol><em><span style=""font-weight: 400;"">Program Schedule</span></em></a><span style=""font-weight: 400;""> each with a letter grade of ""C"" / ""Pass"" or better. All requirements must be completed within five (5) years after the student enrolls in his/her first course. Students not pursuing a certificate are welcome to take as many individual courses as they wish.</span></p><p>&nbsp;</p><p><span style=""font-weight: 400;"">There are no prerequisites for courses in this certificate nor is a bachelor's degree required.</span></p><p>&nbsp;</p><p><span style=""font-weight: 400;"">To become an official candidate in the program, students need only register in one of the courses in the approved curriculum. </span></p>"
228046087.html,Student Conduct,"<h1>Student Conduct</h1><p>UCSB Professional and Continuing Education affirms an instructor's right to teach in a controlled, positive learning environment. Our policy on student conduct upholds that right and also ensures due process for students. When you are a student, you are expected to demonstrate a commitment to academic integrity and to civic responsibility.</p><p>Students are subject to disciplinary action for several types of misconduct, such as cheating on exams, forgery, theft, destruction of property, disruption of classes, physical or verbal abuse of others, sexual harassment, and possession of alcohol, drugs, or firearms. Actions may include, but are not limited to, dismissal and denial of enrollment in future UCSB Professional and Continuing Education classes.</p><p>&nbsp;</p>"
229664687.html,Can I complete the whole program online?,"<h1>Can I complete the whole program online?</h1><p>Yes, all coursework is offered through <a href=https://www.canvas.ucsb.edu/ target=_self>Canvas</a>, UCSB online learning management system. You do not need any additional software. The courses are offered in an asynchronous format, which means you do not need to be at your computer on any particular date/time. You have weekly assignments with a due date and must interact with your classmates through discussion forums.</p>"
4417041124883.html,General Professional Certificate and Course Registration FAQs,<h1>General Professional Certificate and Course Registration FAQs</h1><ul class=article-list><li class=article-promoted><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/218014867-How-do-I-enroll-and-pay-for-a-course->How do I enroll and pay for a course?</a></li><li class=article-promoted><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/218014797-Do-I-need-to-complete-the-certificate-application-prior-to-enrolling-in-professional-courses->Do I need to complete the certificate application prior to enrolling in professional courses?</a></li><li><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/218002467-How-do-I-enroll-in-a-Professional-Certificate-Program->How do I enroll in a Professional Certificate Program?</a></li><li><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/218002527-Do-I-have-to-pay-for-the-whole-program-when-I-apply->Do I have to pay for the whole program when I apply?</a></li><li><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/218003107-How-do-I-know-when-the-courses-are-being-offered->How do I know when the courses are being offered?</a></li><li><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/360022487493-Is-UC-Santa-Barbara-Professional-and-Continuing-Education-accredited->Is UC Santa Barbara Professional and Continuing Education accredited?</a></li><li><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/217520518-How-long-does-it-take-to-complete-a-Professional-Certificate-Program->How long does it take to complete a Professional Certificate Program?</a></li><li><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/217520468-Why-should-I-complete-a-Professional-Certificate-Program->Why should I complete a Professional Certificate Program?</a></li><li><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/articles/227049847-How-do-I-access-course-materials-in-GauchoSpace->How do I access course materials in GauchoSpace?</a></li></ul>
360042987713.html,Instructor Portal/Grading Instructions,"<h1>Instructor Portal/Grading Instructions</h1><p><span style=""font-weight: 400;""><span class=wysiwyg-font-size-large><strong>INSTRUCTOR LOGIN</strong></span><br>To log in, <a href=https://professional.ucsb.edu/ target=_self>visit our homepage </a></span><span style=""font-weight: 400;"">and then click on <strong>Login</strong>&nbsp;in</span><span style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;"">&nbsp;the upper right-hand corner and select <strong>Instructor Login</strong>&nbsp;from the dropdown menu.</span></p><p><img alt=Screen_Shot_2020-02-10_at_4.06.09_PM.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360057351174/Screen_Shot_2020-02-10_at_4.06.09_PM.png></p><p><span style=""font-weight: 400;"">Enter your <strong>Username</strong>&nbsp;and <strong>Password</strong>. Your User Name is your PaCE Instructor ID (not your employee number). If you do not know your PaCE Instructor ID, please contact us<span> at </span><a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/requests/new target=_self>help@professional.ucsb.edu</a>.</span></p><p><img alt=Screen_Shot_2020-02-04_at_3.00.48_PM.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360057682433/Screen_Shot_2020-02-04_at_3.00.48_PM.png style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;""></p><p><span style=""font-weight: 400;"">If you do not know this information,<span>&nbsp;use the <strong>Forgot User Name</strong>&nbsp;and or the <strong>Forgot Password</strong> links to have the information emailed to the address you used on your bio-form</span>. </span></p><p><span style=""font-weight: 400;""><img alt=Screen_Shot_2020-02-04_at_3.00.48_PM.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360058120254/Screen_Shot_2020-02-04_at_3.00.48_PM.png>Your email account will be the one you included in the instructor bio-form.&nbsp;<br><span class=wysiwyg-font-size-large><strong><br>INSTRUCTOR PORTAL</strong></span></span></p><p><span style=""font-weight: 400;""><img alt=test1.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360059023293/test1.png><span style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;"">Once logged in to your Instructor Portal, you can choose from the following options in the menu on the left-hand side:</span></span></p><p class=wysiwyg-indent2><span style=""font-weight: 400;"">- <strong>My Profile</strong> - Review/make changes to your profile.<br>- <strong>Courses</strong> - Access information on the courses you teach<br>- <strong>Current Schedule</strong> - Review your course schedule.&nbsp;<br>- <strong>Forms and Policies</strong> - Find information on policies<br>- <strong>Announcements</strong>&nbsp;- Typically, class announcements are made through e-mail and not through the portal.<br>- <strong>Help</strong> - Request Help&nbsp;</span></p><p><span style=""font-weight: 400;""></span><span>Clicking the <strong>Courses</strong>&nbsp;link brings you to the courses tab</span>, which lists courses you have taught and are currently teaching.</p><p><img alt=Screen_Shot_2020-02-18_at_3.32.04_PM.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360059021133/Screen_Shot_2020-02-18_at_3.32.04_PM.png style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;""></p><p>For course details, click on the hyperlink of the course section number.&nbsp;</p><p><img alt=Screen_Shot_2020-02-18_at_3.32.04_PM.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360059021193/Screen_Shot_2020-02-18_at_3.32.04_PM.png style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;""><br>Clicking on a particular course takes you to the class list. From this page you can select:<br>- <strong>Grading Sheet</strong>&nbsp;for entering grades.&nbsp;<br>- <strong>Course Profile</strong>&nbsp;to find room ass<span style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;"">ignments, course descriptions, and learning outcomes.</span></p><p><img alt=Screen-Shot-2020-02-18-at-3.38.42-PM.jpg src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360059022053/Screen-Shot-2020-02-18-at-3.38.42-PM.jpg style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;""></p><p><br>At the bottom of the <span style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;""><strong>Class List</strong>&nbsp;page you can:&nbsp;</span></p><p>- <strong>Print Class List</strong><br>- <strong>Print Attendance Sheet</strong><br><strong>- Email Selected Students</strong> during the quarter.&nbsp;<br>- <strong>E-mail All&nbsp;</strong>students to welcome them to the class or send class updates</p><p><img alt=Screen-Shot-2020-02-18-at-3.46.11-PM.jpg src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360058122834/Screen-Shot-2020-02-18-at-3.46.11-PM.jpg style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;""></p><p>To enter grades click <strong>Grading Sheet</strong>:<img alt=Screen-Shot-2020-02-18-at-3.38.42-PM.jpg src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360058123074/Screen-Shot-2020-02-18-at-3.38.42-PM.jpg style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;""><br>1. Scroll down to the <strong>Class List</strong> section and click the student name box.<br>2. Select grade from the <strong>Final Grade(T)</strong> pull-down menu.<br>3. Select the completion date.<br>4. Click the <strong>Instructor Approved</strong>&nbsp;box.&nbsp;<br><br><img alt=5__1_.jpg src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360059090373/5__1_.jpg></p><p>5. Click <strong>Save</strong>&nbsp;at the bottom of the page. This submits the grades.&nbsp;</p><p><img alt=Screen_Shot_2020-02-19_at_9.27.50_AM.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/360059090033/Screen_Shot_2020-02-19_at_9.27.50_AM.png style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Helvetica, Arial, sans-serif;""></p><p>&nbsp;</p>"
360035264374.html,Where do EMTs work?,"<h1>Where do EMTs work?</h1><p><span>Many professions require or prefer EMT trained employees. Examples include: ambulance services, hospital emergency departments, fire departments, lifeguards, US Forest Service, ski patrol, security companies, industrial complexes and volunteer service organizations such as Search and Rescue. It is also valuable for those who are responsible for individuals or groups.</span></p>"
360055304373.html,GauchoCast and Panopto Training Resources,"<h1>GauchoCast and Panopto Training Resources</h1><p>GauchoCast and Panopto&nbsp;</p><ul><li style=""font-weight: 400;""><span style=""font-weight: 400;"">Enables the recording, editing, and distribution of streaming audio and video content on the web.</span></li><li style=""font-weight: 400;""><span style=""font-weight: 400;"">Provides for lecture capture with multiple inputs (e.g. lecture audio, synchronized PowerPoint/Keynote slides, document camera, demonstration camera) with the </span><strong>Panopto</strong><span style=""font-weight: 400;""> recording software installed.&nbsp;</span></li><li style=""font-weight: 400;""><span style=""font-weight: 400;"">Allows faculty members to record their own in-office instructional podcasts for later online distribution.</span></li></ul><p>&nbsp;</p><p><span style=""font-weight: 400;""><span>Please <a href=https://gauchocast.hosted.panopto.com/Panopto/Pages/Auth/Login.aspx rel=undefined target=_self>log in</a> using your GauchoSpace credentials, not Panopto credentials. Please select GauchoSpace from the drop-down menu instead of Panopto. Click sign-in and this will redirect you to GauchoSpace where you may sign-in using SSO.&nbsp;</span></span></p><p><img src=""https://ci6.googleusercontent.com/proxy/elIkM_GB_lN0Y0cr_4ZwC1HR1FBgd2QpCGDmkIJSw7d1vAzLgG72NRkwtL3__Upkh29PIzVHg_rfZiAC0LB06znBF1cuGT715OxoqBcPUYDYNTEc8goKPTDNA8qqK9UdJBZf2zOL_UjOe0zqFBE3ifLKl2Psjc_eOT9kDUALCIKHMkE6ZmaNDk3KXvbq2KtxU6EWhw=s0-d-e1-ft#https://ucsbcollabsupport.zendesk.com/attachments/token/JsCvUhjw1hl1vQKl7kBDrX792/?name=Screen+Shot+2022-01-04+at+8.37.00+AM.png""></p><p><img src=""https://ci4.googleusercontent.com/proxy/lcTMx-C2wG_5MyijOvyEnOS4pzDjytlRRkJObgrcDFrtjH5kJqc1TXcxJSq1temHoMQrrRKqN5ZORVZn0HoAuh93clgAfmkcqxjVDoVaqUzPBhCEBrAX0HS2dCmBT2NzCZC02YxUTLjuuMfnz9G2dA2HzkYtDxzvTYEVzKOoe86LC9RF04LNduJ24ScbA-kuAqt4nw=s0-d-e1-ft#https://ucsbcollabsupport.zendesk.com/attachments/token/lx9rxlVYUxHH2v5XSZyXfjHqf/?name=Screen+Shot+2022-01-04+at+8.37.08+AM.png""><img src=""https://ci5.googleusercontent.com/proxy/9SZgA-EIznhPvDA8m_b53247RjocvaHrRrU1yWM37TDATXLwyt6N24sbbqBh-_wD94GEdJlFxZOLgkYMtbxs1P-VVv9xbVKAAGd4TG95I3aYeCJ90Fy09mw5CPKv2JlM38rxQyTWeR-k8WTOh5DfQ08EQHssI8ix-zmzPM7Av9sTMOld_jdO5wk7jAR2YC7A3Bg8Lg=s0-d-e1-ft#https://ucsbcollabsupport.zendesk.com/attachments/token/2MB9BCRbU06eHmHVtJLsXqYa1/?name=Screen+Shot+2022-01-04+at+8.37.17+AM.png""></p><p>&nbsp;</p><p><a href=""https://support.gauchocast.ucsb.edu/?q=instructors/gauchocast-block"" rel=noopener target=_blank>Creating a GauchoCast Block in GauchoSpace</a></p><p><a href=""https://gauchocast.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=10e1b60f-3ccc-4fd1-8762-ab8b011da8c2"" rel=noopener target=_blank>Downloading and Installing the Panopto Recorder from the GauchoCast site (1 min)</a></p><p><a href=""https://gauchocast.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=6255165e-4f36-4d8e-a932-ab8b011d6ac4"" rel=noopener target=_blank>Panopto Recorder Settings (4 min)</a></p><p><a href=""https://gauchocast.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=b6279667-23ce-477c-a229-ab8b011ec655"" rel=noopener target=_blank>Editing Recorded Video (2 mins)</a></p><p><a href=""https://gauchocast.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=b819a249-8c36-4206-ad92-ab8b011d6a86"" rel=noopener target=_blank>Publishing Videos to GauchoSpace (2.5 mins)</a></p>"
360062388713.html,Job Search strategies for International Students,"<h1>Job Search strategies for International Students</h1><p>Beginning your OPT? Need help finding a job?&nbsp;<br><br><a href=""https://www.youtube.com/watch?v=E8U3RYeJEO4"" target=_self>This video can help!</a></p>"
360000189848.html,Instructions for the International Programs Application,"<h1>Instructions for the International Programs Application</h1><p>To start the online <a href=""http://enroll.professional.ucsb.edu/portal/applications/applicationProfile.do?method=loadApplicationIndex&applicationProfileId=29374512""><strong>International Student Programs Application</strong></a>, follow the directions below.</p><ol><li>Click on the link to the <a href=""http://enroll.professional.ucsb.edu/portal/applications/applicationProfile.do?method=loadApplicationIndex&applicationProfileId=29374512""><strong>online application</strong></a> and click on the <strong>Apply Now button</strong> on the lower right hand side. <strong><br><br></strong></li><li>You will then land on the <strong>Login to Student Portal page. </strong>If you already have an account, enter your username and password in the fields under<strong> I have an account already </strong>on the left and click the <strong>Start Application button.</strong><br><br><strong>NEW USERS ONLY:</strong> To create a new account, enter your email address and confirm your email address in the fields on the right under <strong>I am a new user. </strong>Then follow our tutorial here: <a href=https://youtu.be/A0wNpZ9irAU rel=noopener target=_blank><strong>https://youtu.be/A0wNpZ9irAU.</strong></a> Once you have an account, log into the Student Portal with your username and password and click the <strong>Start Application button.</strong><br><br></li><li>Once logged into your student profile, click on <strong>Profile </strong>on the left hand side. <br><br></li><li>Fill in the required fields (framed in red), but <span class=wysiwyg-underline><span class=wysiwyg-underline><strong>do not fill in any fields under the International Student Information section.</strong></span></span><span class=wysiwyg-underline><span class=wysiwyg-underline><strong><br><br></strong></span></span> If you need additional help, please contact us at <a href=https://ucsantabarbaraextension.zendesk.com/hc/en-us/requests/new><strong>help@professional.ucsb.edu.</strong></a> <span class=wysiwyg-underline><strong><br><br>Area refers to the Country Calling Code.<br><br></strong></span></li><li>Again, <strong>do not</strong> fill in any fields below the <strong>International Student Information section.</strong> <br>Scroll to the bottom of the page and click the <strong>Save button.<br><br></strong></li><li>On the left hand side of your account, click on <strong>My Applications</strong> and you will see the <strong>[Name of Program] Program Application. </strong>Click on the <strong>Start button</strong> on the right side. <br><br></li><li>Continue to fill out the <strong>Program Application.<br></strong></li></ol>"
16793317755539.html,When and how can I access my course material in Canvas,"<h1>When and how can I access my course material in Canvas</h1><p>Within an hour of enrolling in a PaCE course, but <span class=wysiwyg-underline>no sooner than 60 days before the beginning of the course</span>, you will receive an email similar to the one below from our online learning platform, UCSB Canvas, with instructions on how to complete your Canvas registration and access your online course. The email will be sent to the email address you have selected as your preferred email address in your PaCE Student profile. Please check your spam folder in case the email landed there. <span class=wysiwyg-underline>You don&'t need to take any action until you receive that email.</span></p><p>&nbsp;</p><ul><li>Example of the email you will receive. Please follow the instructions provided in that email.</li></ul><p>&nbsp;</p><p><img alt=Screen_Shot_2023-05-19_at_3.08.38_PM.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/16796555236371></p><p>&nbsp;</p><ul><li>Once you reach the Canvas dashboard, you will be asked to create a password. Follow the prompts.&nbsp;</li><li>Once you complete your Canvas registration, you will be able to access your course in Canvas.</li><li>The course Syllabus will be posted approximately 2 weeks before the first day of class. The remaining course material will be available to students starting on the first day of class.</li></ul><p><strong>After your first login</strong></p><ul><li>In order to access Canvas after your first login, go to the <a href=https://www.canvas.ucsb.edu/ rel=undefined target=_self>Canvas login page</a> and click on ""PaCE and other Users"" under ""PaCE Login"".&nbsp;</li></ul><p><img alt=Log_In___UCSB_Canvas_Transition_2023-05-30_13-04-32__1_.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/17103528558867></p><ul><li>You will be asked to enter your PaCE Student ID (i.e. X00000) under ""Login"" and password.&nbsp;</li></ul><p><img alt=Screen_Shot_2023-05-19_at_3.16.41_PM.png src=https://ucsantabarbaraextension.zendesk.com/hc/article_attachments/16796807663251></p><p>&nbsp;</p><ul><li>If you forgot your password, click on ""Forgot Password"" and follow the prompts. You will receive an email to the email address in your PaCE Student profile asking you to create a password. Once you have created the password, please enter it and click ""Log In"".</li><li>Once you complete your log in, you will see your Canvas dashboard and you will be able to access your course.</li></ul><p>If you have any questions about the above instructions, please feel free to email us at <a href=mailto:help@professional.ucsb.edu>help@professional.ucsb.edu</a> or call us at 805-893-4200 and we will be happy to assist you. We are available Monday through Friday, from 9am to 5pm PST. We are closed on weekends and major Federal Holidays.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>"
